Amount,AuditTrial,ClearingSystem,Currency,CustomerSegment,Description,ExchangeRate,Fee,FromAccountID,MerchantName,PaymentDate,PaymentID,PaymentType,ToAccountID
23267.29,Their particularly store several manage newspaper food even market per trip.,SWIFT,GBP,Retail,Trial watch government already traditional hospital.,0.78,74.5,9185239898342,Taylor-Jones,2024-06-03,7625106258,Credit,3465059991361
143320.09,Choose what of protect defense dog.,RTGS,USD,Corporate,New available away.,0.53,99.98,6802055442661,Hall PLC,2024-07-21,1918507945,Cash,6678246825091
14816.77,Stand girl marriage spend structure young should million.,RTGS,USD,Retail,Sign forget particular.,1.44,99.19,3342736684791,Stewart Group,2024-06-20,6811334587,Cash,9435718683628
139069.63,Reflect bad since film wear chance someone.,RTGS,EUR,Retail,Air expect fall large resource.,0.68,33.81,3847025589306,Hamilton Group,2024-06-28,6813549244,Cash,7332649750122
157985.97,Who however worry soldier everyone wind writer medical tree no stock house pick.,RTGS,GBP,Corporate,People method local civil.,0.66,63.28,7109390079568,Hunter PLC,2024-02-21,2140621918,Cash,6957613454155
198787.35,Challenge financial treat nothing according important off wrong health return without feeling.,RTGS,USD,Corporate,Lay hand future garden.,0.67,29.17,4807899898569,"Soto, Perez and Arnold",2024-06-27,9534013523,Cash,2270306044031
181495.19,Him enjoy perhaps want to prove hope wear between.,RTGS,USD,Corporate,Economic phone hair issue third.,0.83,19.41,6154905366816,"Gray, Everett and Hill",2024-02-09,5803672499,Online Transfer,4550053909815
46967.74,Choice window speak majority study possible.,SWIFT,EUR,Retail,Outside attack sea under.,1.19,92.66,8378929042653,"Mitchell, Smith and Pena",2024-07-14,5289019932,Cash,5408426544732
105694.3,Process anything mean movie discuss provide answer gas star fact what front chair should.,SWIFT,GBP,Corporate,American party kid most offer watch.,1.5,47.33,7635683857029,"Downs, Johnson and Cole",2024-03-22,8522257752,Credit,1963183930292
32561.61,Left last Congress cover social one task let play throughout agency drug.,SWIFT,GBP,Retail,Western stop appear teacher media.,1.08,67.28,6625910849787,Cooper-Taylor,2024-03-12,9984537245,Cash,9175308976831
35168.07,Then appear nothing federal difficult buy door pattern peace measure plan.,SWIFT,EUR,Retail,Third both wait.,1.49,35.66,5003486961380,"Huynh, Sandoval and Patterson",2024-02-29,5604064995,Cash,3821714778229
55510.04,Catch another exist back help speech important professor example.,SWIFT,GBP,Retail,Change behind protect speech.,1.44,62.08,9653369221869,Johnson Ltd,2024-06-20,3558553163,Online Transfer,3450955763047
6058.17,Sing else leg until lawyer purpose.,RTGS,EUR,Retail,Thought third investment.,0.91,11.81,7340312860283,Smith and Sons,2024-03-26,7620465195,Online Transfer,5260112414049
27254.65,Simply part many few son research security not thank rock most home never.,RTGS,EUR,Corporate,Collection state situation option.,0.56,51.56,6779764267379,Mcintosh Group,2024-03-12,7543071927,Cash,9577304266570
156164.79,Represent require likely draw bill card respond opportunity produce first win.,ACH,EUR,Retail,Media concern feeling standard crime.,1.14,18.47,8391373065905,Cummings-Mendoza,2024-04-01,6383792322,Cash,3402607201871
48561.55,Career role every bit check shoulder mouth analysis radio near.,SWIFT,GBP,Retail,Against center individual way still.,0.95,49.03,3367656189255,Rosario and Sons,2024-02-08,1980296493,Credit,8796539584654
73353.39,Successful hour own detail avoid almost performance soldier.,ACH,EUR,Retail,Box always however party campaign training a.,1.4,25.85,7516929667042,Aguilar PLC,2024-01-11,5363240899,Credit,2821652065228
87994.52,Series indicate big certainly none country piece team sort else.,SWIFT,EUR,Retail,Fill create shoulder.,1.0,77.09,8136198079755,"White, Sanders and Hart",2024-01-13,8186765629,Cash,2644113830039
116263.1,Stand him enjoy across enter western million suddenly foot indicate arm rather.,SWIFT,USD,Corporate,Site record car try possible.,1.16,72.01,7212001544408,Horn LLC,2024-01-21,1892892053,Cash,9864369688158
187946.92,Base college memory leave rather style red probably others institution recently still.,SWIFT,GBP,Retail,Although represent same always.,0.79,40.06,2424071615234,May Inc,2024-04-14,6934930230,Online Transfer,8987622633495
194635.64,Size modern or like create strong prepare begin article dinner nation it.,ACH,EUR,Retail,Bed approach drop water.,0.94,94.04,2272553084810,Cooper-Villanueva,2024-05-18,2676424212,Online Transfer,7892277837584
129515.79,Authority woman window lead when close keep time safe tree attorney area season.,RTGS,USD,Corporate,Listen miss end information size everything.,1.16,1.44,2775107414553,Graham-Bowman,2024-04-08,9840526689,Online Transfer,1412248996282
197792.93,Continue necessary plant machine case those radio pay condition.,ACH,EUR,Corporate,Ability program seat.,1.24,84.87,5069893689506,Jackson-Russell,2024-04-14,1226784138,Online Transfer,6813734242769
162648.2,Pull main candidate area purpose start investment.,SWIFT,EUR,Corporate,Foreign technology experience yes could.,1.2,53.98,7640270191779,Shelton-Neal,2024-01-14,9813618582,Cash,6499456355790
75551.3,Skill fine there product your important worry least rest official.,SWIFT,USD,Retail,Again hour source director accept.,0.99,61.9,7512360089520,Harvey-Velasquez,2024-07-23,3622016062,Online Transfer,6255002890955
86852.78,Increase company Democrat loss Congress door think on degree professor west middle fire.,SWIFT,EUR,Retail,Source rise health red seat.,0.96,77.89,2207093102531,"Carr, Morris and Villanueva",2024-07-23,7215844444,Online Transfer,2240927049634
181137.42,Its run list perform manage nor need today.,RTGS,GBP,Retail,Environmental sister democratic for surface skill.,1.34,73.0,8155690931756,Hunt Group,2024-01-11,7628759409,Cash,4332129913597
190681.12,Commercial early last without live ahead however model seek laugh join.,SWIFT,USD,Retail,Program concern free pick.,1.13,98.69,3202313637640,Davies PLC,2024-03-26,8836780076,Online Transfer,3079104110320
102274.26,Cold nice those company general think some behavior travel might if good.,RTGS,USD,Corporate,Eye center star build figure series.,1.26,39.32,2598349882788,Manning-Jacobs,2024-05-15,1009557936,Online Transfer,8376110685052
22558.95,Crime can man pay movie focus serve store go mouth raise team past.,SWIFT,EUR,Corporate,Front door address blood.,1.11,66.75,2890917358637,Bell LLC,2024-01-11,2722882163,Credit,5271964776890
101776.54,Final education job best scientist impact seek consider provide member close.,SWIFT,GBP,Corporate,Minute play pass.,0.71,36.79,2654618773980,Jones-Mccarthy,2024-03-03,2350002643,Online Transfer,8140709496970
131774.0,List evidence then white focus necessary suddenly go street drop himself tax.,SWIFT,GBP,Retail,Develop fly degree day.,0.6,80.06,5136493749521,Benton-Parsons,2024-06-02,4705037013,Cash,4029232181276
105678.12,Bag smile act me so role explain understand accept poor hour PM public.,SWIFT,EUR,Retail,Social chair push network someone later.,1.39,66.41,6729536039667,White Group,2024-06-12,4020871277,Cash,8614259520128
49168.81,Take information because wife international operation away section seat over find.,ACH,USD,Corporate,Network help place benefit security race.,0.59,47.41,5417904856501,Lee Group,2024-04-29,3797116186,Credit,5343050988670
43726.8,Bag effort at star example maybe year.,SWIFT,USD,Corporate,Within at white group.,1.26,46.56,1561844983563,Nguyen PLC,2024-06-10,5674459428,Online Transfer,8065489804747
130741.56,Program civil person require thus care.,RTGS,EUR,Corporate,Ability type local.,0.68,57.56,3948728836499,Lambert-Cervantes,2024-06-29,4022746389,Online Transfer,8715503545196
185160.83,Even there out feel support admit group.,ACH,GBP,Retail,Plant eat example try thousand bag.,0.68,89.03,3641380509897,Torres LLC,2024-07-26,4747796164,Credit,9058107656843
24402.36,Senior shoulder prepare despite though contain boy.,ACH,USD,Retail,Teacher form action PM family.,0.54,1.12,6282275914753,Pearson-Massey,2024-05-13,9537791893,Cash,4175269883346
138505.85,There buy bill year rock entire would office culture.,ACH,USD,Retail,Enough in cultural become music.,1.48,56.32,9764458705399,Smith-Brown,2024-05-03,7415480754,Online Transfer,7679282309707
151137.6,Sit guess story above approach term happy call what standard standard power.,ACH,GBP,Corporate,Risk near available.,0.88,29.36,8950380708896,Hudson-Cook,2024-01-22,6478399676,Credit,1226891391662
122057.85,Manage way across memory concern material investment watch sometimes traditional.,RTGS,USD,Retail,Mrs develop shake prevent just black.,1.24,70.02,4309820258449,Good PLC,2024-06-11,3711280999,Credit,6996324672573
181919.54,Sport occur drive personal agreement energy for to year.,SWIFT,GBP,Retail,Dog home issue politics.,1.21,89.61,8370557428920,White Group,2024-05-02,1118592691,Credit,2114285332460
47012.02,Tough parent each effect question but.,ACH,EUR,Corporate,Fire respond side increase.,1.06,28.31,8962285950314,Rice LLC,2024-07-05,5412154527,Online Transfer,9209261218303
126744.46,Herself myself stop these hot sound buy itself although.,RTGS,USD,Retail,Fast family series difficult.,0.5,78.58,7295419321569,Burton-Padilla,2024-07-01,2621286701,Credit,8132467939453
167146.46,Large item book own enjoy reveal green less those sound become.,SWIFT,GBP,Corporate,Management role unit door director.,1.03,55.9,1412955964844,Burns Group,2024-07-18,5867239327,Cash,2913619026481
16847.18,Recognize force production plant question owner positive nice argue month.,ACH,USD,Retail,From safe door sing.,1.13,17.98,5227401517361,Thompson-Hill,2024-03-03,2679491010,Cash,1035026999321
102356.58,A standard have sing record newspaper dark cold house believe all.,ACH,USD,Corporate,Moment face should agreement see tend.,0.93,46.91,1335615764873,Marks-Brown,2024-02-23,2591535415,Cash,4393466017975
196450.11,Rest walk head significant family case.,RTGS,EUR,Retail,Drop number sit hand government some.,0.93,45.62,3782026991677,"Schaefer, Hill and Richard",2024-05-28,8875981082,Credit,3994562580649
136897.27,Color fly save artist cause clearly usually impact especially claim property life Mrs.,SWIFT,EUR,Corporate,Sound decade bad.,1.43,54.8,3057934272129,Clay-Larson,2024-07-08,7938264446,Cash,6313516005474
73447.09,Do identify easy suggest newspaper provide environmental data serious war.,ACH,USD,Corporate,Create entire contain major.,0.82,2.26,2348037855788,"Daniel, Santos and Moreno",2024-02-28,9678391384,Credit,1546506216560
139437.94,Add guess exist create late ball arrive play.,RTGS,GBP,Retail,Fear above total fish.,1.0,66.67,5925951359340,Sanders-Shaw,2024-07-18,8515201229,Cash,8282347571239
182359.4,Commercial politics give state baby although no.,RTGS,EUR,Corporate,Old spring morning.,1.13,16.65,1340333250083,"Matthews, Mcbride and Johnson",2024-05-28,6093581681,Credit,4609153696043
142860.87,Improve interest order our focus raise war.,SWIFT,EUR,Corporate,Job I in.,1.02,77.41,4667033555519,Hill PLC,2024-02-20,6240057071,Online Transfer,5523776429665
111035.27,Crime unit religious music way watch truth course fast skin represent question.,ACH,GBP,Retail,Minute five Republican rich drug.,0.69,23.57,5868045901447,"Miller, Porter and Adkins",2024-05-12,3720098914,Online Transfer,3354575974825
7763.72,Whole value step world act involve heart military task.,SWIFT,EUR,Corporate,Economy rock will.,1.01,69.06,8034920417617,Lamb LLC,2024-05-04,2079345611,Credit,9563114947871
76318.53,Measure soldier person range standard station.,RTGS,USD,Retail,Challenge east far north lose Democrat.,1.37,58.36,8457496004921,"Crawford, Love and Owen",2024-02-19,2810747354,Online Transfer,1722846386058
180681.62,Treat task before hour stuff girl inside or which family picture.,ACH,GBP,Corporate,Official second up seven ground.,0.74,25.8,7364374438925,Collins and Sons,2024-05-20,9628559237,Cash,9235415256667
134226.96,White radio maintain with ever coach base particular develop car.,ACH,USD,Corporate,Check experience senior.,0.87,84.26,4468625337978,"Fry, Huber and Smith",2024-05-09,4291486125,Cash,8671054626080
62391.43,Movie low rock travel clearly thought.,ACH,GBP,Retail,Positive these between.,0.68,7.19,6564594848776,"Gardner, Diaz and Stone",2024-05-14,1459379379,Cash,1801479384119
194393.02,Above discussion glass maybe they west both surface look institution guess miss perhaps.,SWIFT,EUR,Corporate,Point measure drug to capital.,1.15,58.01,2212972127306,Gonzalez Group,2024-01-09,2728763967,Cash,9535875966117
83296.25,Month can along take man yeah.,ACH,USD,Retail,Shoulder somebody imagine.,1.46,69.88,7445266573911,Ramirez Group,2024-01-13,6129602296,Credit,7262180031747
138832.17,Since system watch state suffer their police individual.,RTGS,USD,Retail,Then check husband later style question.,1.14,46.51,9187346700046,Scott Group,2024-05-11,9613001581,Cash,7614252918406
195292.8,Yeah student writer six behavior husband house two add relate go human society.,SWIFT,GBP,Retail,Your house final role never whether.,1.03,54.2,5296310103027,"Floyd, Dean and Reynolds",2024-03-07,7179400948,Cash,8726136517717
47499.47,Product chair compare cup risk career them.,SWIFT,EUR,Corporate,Our create economy artist big test.,0.65,46.04,1149961464294,Holmes-Brown,2024-03-24,3540226196,Online Transfer,8103214231391
35378.8,Office smile yet green kind southern send recently very too nation threat.,RTGS,USD,Corporate,Event organization but.,0.85,53.08,9198424031532,Matthews-Warner,2024-01-31,5329064015,Online Transfer,6591288786329
46963.08,Measure difference information manage necessary pattern think politics quickly TV beautiful.,ACH,USD,Corporate,Listen hair law imagine.,0.99,58.54,6381347009160,Krause-Davis,2024-01-28,3128044871,Credit,3860167827936
65673.05,Air site score every help you.,SWIFT,USD,Corporate,Choice easy street figure.,0.79,31.6,2120430841250,"Li, Lucero and Ferguson",2024-07-04,9906876318,Online Transfer,4950004838173
148656.78,Law election simple direction discuss appear help writer.,SWIFT,GBP,Corporate,Score player most around threat.,0.71,66.29,1135287399030,"Hernandez, Hernandez and Macias",2024-07-15,6092905607,Cash,8696428036565
191974.99,Theory wear easy court sometimes strong some especially.,RTGS,GBP,Retail,Middle nature animal past wife.,0.94,77.66,2560865373310,"Stone, Little and Lang",2024-04-20,5955312972,Credit,7313028356323
41215.95,Occur difficult instead community dog create.,SWIFT,GBP,Retail,Much us TV mission.,1.39,23.79,2454017122095,Roberts-Hall,2024-05-01,3282779338,Cash,7176112224278
126387.35,Group partner race appear popular appear guy hair material great there message score.,RTGS,USD,Retail,Data to walk.,0.98,22.51,7391517404411,Wright LLC,2024-02-20,4195819551,Cash,4858831992957
